row_number,date,facebook_ad_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_campaign,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
979,2022-12-29,FACEBOOK AD,1734,30,5,60,1.7301038062,16.6666666667,2,ADWORD AD,4426,48,6,141,1.0845006778,12.5,2.9375
980,2023-05-04,FACEBOOK AD,1182,40,14,186,3.3840947547,35,4.65,ADWORD AD,4652,60,8,112,1.2897678418,13.3333333333,1.8666666667
981,2024-11-19,FACEBOOK AD,2822,20,14,236,0.7087172218,70,11.8,ADWORD AD,5451,78,7,118,1.4309301046,8.9743589744,1.5128205128
982,2024-12-17,FACEBOOK AD,3032,68,12,76,2.2427440633,17.6470588235,1.1176470588,ADWORD AD,4284,78,3,108,1.8207282913,3.8461538462,1.3846153846
983,2024-04-11,FACEBOOK AD,3231,47,14,63,1.4546580006,29.7872340426,1.3404255319,ADWORD AD,4747,89,9,190,1.8748683379,10.1123595506,2.1348314607
984,2023-01-08,FACEBOOK AD,1423,73,9,232,5.1300070274,12.3287671233,3.1780821918,ADWORD AD,5742,45,8,86,0.7836990596,17.7777777778,1.9111111111
985,2023-12-20,FACEBOOK AD,3250,38,12,128,1.1692307692,31.5789473684,3.3684210526,ADWORD AD,3737,74,3,144,1.9801980198,4.0540540541,1.9459459459
986,2022-05-19,FACEBOOK AD,2865,47,16,96,1.6404886562,34.0425531915,2.0425531915,ADWORD AD,4168,31,8,186,0.7437619962,25.8064516129,6
987,2022-11-01,FACEBOOK AD,2488,31,6,189,1.2459807074,19.3548387097,6.0967741935,ADWORD AD,4323,73,4,176,1.6886421467,5.4794520548,2.4109589041
988,2022-06-23,FACEBOOK AD,1872,73,8,132,3.8995726496,10.9589041096,1.8082191781,ADWORD AD,5282,53,6,118,1.0034078001,11.320754717,2.2264150943
989,2024-06-22,FACEBOOK AD,2293,35,14,140,1.5263846489,40,4,ADWORD AD,5078,88,6,172,1.7329657345,6.8181818182,1.9545454545
990,2023-06-03,FACEBOOK AD,2131,19,18,145,0.8916001877,94.7368421053,7.6315789474,ADWORD AD,5700,86,3,152,1.5087719298,3.488372093,1.7674418605
991,2023-12-20,FACEBOOK AD,2765,55,8,231,1.9891500904,14.5454545455,4.2,ADWORD AD,5454,46,7,188,0.8434176751,15.2173913043,4.0869565217
992,2024-07-25,FACEBOOK AD,2086,17,5,62,0.8149568552,29.4117647059,3.6470588235,ADWORD AD,4587,56,5,153,1.2208415086,8.9285714286,2.7321428571
993,2024-09-13,FACEBOOK AD,1810,63,17,180,3.4806629834,26.9841269841,2.8571428571,ADWORD AD,5136,32,5,55,0.6230529595,15.625,1.71875
994,2024-04-14,FACEBOOK AD,1771,63,6,126,3.557312253,9.5238095238,2,ADWORD AD,3992,50,3,169,1.25250501,6,3.38
995,2024-01-13,FACEBOOK AD,1553,73,18,94,4.7005795235,24.6575342466,1.2876712329,ADWORD AD,5138,64,9,133,1.2456208641,14.0625,2.078125
996,2024-05-13,FACEBOOK AD,1223,34,15,243,2.7800490597,44.1176470588,7.1470588235,ADWORD AD,5421,49,3,76,0.9038922708,6.1224489796,1.5510204082
997,2023-10-13,FACEBOOK AD,2545,66,6,93,2.5933202358,9.0909090909,1.4090909091,ADWORD AD,4259,75,7,63,1.7609767551,9.3333333333,0.84
998,2022-10-11,FACEBOOK AD,2388,62,18,124,2.5963149079,29.0322580645,2,ADWORD AD,4174,34,7,64,0.8145663632,20.5882352941,1.8823529412
999,2022-03-29,FACEBOOK AD,2427,20,16,220,0.8240626288,80,11,ADWORD AD,4260,38,8,104,0.8920187793,21.0526315789,2.7368421053
1000,2024-09-29,FACEBOOK AD,2180,42,19,195,1.9266055046,45.2380952381,4.6428571429,ADWORD AD,4211,52,4,154,1.2348610781,7.6923076923,2.9615384615
